,ad,dataset,c_type,n_cell,cell_times,seq_depth,method,metric,evaluation,fig_path,hyper_para
149,path,human_pancreas_norm_complexBatch,delta,0,0,10000,scgen,ari,0.0,immunedelta_0_0_10000_100,100
150,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,pcr,0.9972791711916802,immunealpha_5_0_1000_5,5
151,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,nmi,0.0,immunealpha_5_0_1000_5,5
152,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,ari,0.0,immunealpha_5_0_1000_5,5
153,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,pcr,0.0,immunealpha_5_0_1000_50,50
154,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,nmi,0.0,immunealpha_5_0_1000_50,50
155,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,ari,0.0,immunealpha_5_0_1000_50,50
156,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,pcr,0.8806728995629151,immunealpha_5_0_1000_100,100
157,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,nmi,0.0,immunealpha_5_0_1000_100,100
158,path,human_pancreas_norm_complexBatch,alpha,5,0,1000,scgen,ari,0.0,immunealpha_5_0_1000_100,100
159,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,pcr,0.0,immunemultiple_2_5_1000_5,5
160,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,nmi,0.0,immunemultiple_2_5_1000_5,5
161,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,ari,0.0,immunemultiple_2_5_1000_5,5
162,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,pcr,0.7857226387731955,immunemultiple_2_5_1000_50,50
163,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,nmi,0.0,immunemultiple_2_5_1000_50,50
164,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,ari,0.0,immunemultiple_2_5_1000_50,50
165,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,pcr,0.0,immunemultiple_2_5_1000_100,100
166,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,nmi,0.0,immunemultiple_2_5_1000_100,100
167,path,human_pancreas_norm_complexBatch,multiple,2,5,1000,scgen,ari,0.0,immunemultiple_2_5_1000_100,100
168,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,pcr,0.5246516405038609,immunemultiple_0_5_1000_5,5
169,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,nmi,0.0,immunemultiple_0_5_1000_5,5
170,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,ari,0.0,immunemultiple_0_5_1000_5,5
171,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,pcr,0.9949037028440256,immunemultiple_0_5_1000_50,50
172,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,nmi,0.0,immunemultiple_0_5_1000_50,50
173,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,ari,0.0,immunemultiple_0_5_1000_50,50
174,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,pcr,0.0,immunemultiple_0_5_1000_100,100
175,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,nmi,0.0,immunemultiple_0_5_1000_100,100
176,path,human_pancreas_norm_complexBatch,multiple,0,5,1000,scgen,ari,0.0,immunemultiple_0_5_1000_100,100
177,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,pcr,0.0,immunemultiple_0_2_1000_5,5
178,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,nmi,0.0,immunemultiple_0_2_1000_5,5
179,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,ari,0.0,immunemultiple_0_2_1000_5,5
180,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,pcr,0.9967244904796184,immunemultiple_0_2_1000_50,50
181,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,nmi,0.0,immunemultiple_0_2_1000_50,50
182,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,ari,0.0,immunemultiple_0_2_1000_50,50
183,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,pcr,0.9921935176691921,immunemultiple_0_2_1000_100,100
184,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,nmi,0.0,immunemultiple_0_2_1000_100,100
185,path,human_pancreas_norm_complexBatch,multiple,0,2,1000,scgen,ari,0.0,immunemultiple_0_2_1000_100,100
